   0.00000000       1.00000000       0.00000000    
   2.0099999550729990       0.99993772014569549        0.0000000000000000        4.9823883443611554E-005
   2.0199999548494816       0.99975089344089818        4.9997446113879232E-005   1.9928524728145549E-004
   2.0299999546259642       0.99943955839810605        1.9997957896586546E-004   4.4835328151515697E-004
   2.0399999544024467       0.99900377911771809        4.4991578450970324E-004   7.9697670582552511E-004
   2.0499999541789293       0.99844364527548812        7.9975504751882175E-004   1.2450837796095016E-003
   2.0599999539554119       0.99775927210340321        1.2494259640827138E-003   1.7925823172774359E-003
   2.0699999537318945       0.99695080036398709        1.7988367592810758E-003   2.4393597088103293E-003
   2.0799999535083771       0.99601839631802824        2.4478753100336485E-003   3.1852829455774057E-003
   2.0899999532848597       0.99496225168573726        3.1964091731220990E-003   4.0301986514101884E-003
   2.0999999530613422       0.99378258360133798        4.0442856183786945E-003   4.9739331189296195E-003
   2.1099999528378248       0.99247963456110044        4.9913316670349359E-003   6.0162923511196459E-003
   2.1199999526143074       0.99105367236482533        6.0373541352216750E-003   7.1570621081397338E-003
   2.1299999523907900       0.98950499005079140        7.1821396826106604E-003   8.3960079593668798E-003
   2.1399999521672726       0.98783390582418040        8.4254548661858754E-003   9.7328753406556792E-003
   2.1499999519437551       0.98604076297899534        9.7670461991313292E-003   1.1167389616803726E-002
   2.1599999517202377       0.98412592981349067        1.1206640214820457E-002   1.2699256149207461E-002
   2.1699999514967203       0.98208979953913444        1.2743943535890619E-002   1.4328160368692444E-002
   2.1799999512732029       0.97993279018312596        1.4378642948384555E-002   1.6053767853499237E-002
   2.1899999510496855       0.97765534448449276        1.6110405480939147E-002   1.7875724412405793E-002
   2.1999999508261681       0.97525792978379466        1.7938878489000040E-002   1.9793656172964271E-002
   2.2099999506026506       0.97274103790646349        1.9863689744039396E-002   2.1807169674829208E-002
   2.2199999503791332       0.97010518503981025        2.1884447527752097E-002   2.3915851968151804E-002
   2.2299999501556158       0.96735091160373254        2.4000740731204336E-002   2.6119270717013966E-002
   2.2399999499320984       0.96447878211515881        2.6212138958907092E-002   2.8416974307872957E-002
   2.2499999497085810       0.96148938504626547        2.8518192637784941E-002   3.0808491962987627E-002
   2.2599999494850636       0.95838333267650844        3.0918433131009750E-002   3.3293333858793253E-002
   2.2699999492615461       0.95516126093850939        3.3412372856666560E-002   3.5870991249192484E-002
   2.2799999490380287       0.95182382925784181        3.5999505411218130E-002   3.8540936593726552E-002
   2.2899999488145113       0.94837172038676210        3.8679305697732397E-002   4.1302623690590325E-002
   2.2999999485909939       0.94480564023193370        4.1451230058836268E-002   4.4155487814453047E-002
   2.3099999483674765       0.94112631767619503        4.4314716414356935E-002   4.7098945859043978E-002
   2.3199999481439590       0.93733450439442223        4.7269184403611261E-002   5.0132396484462216E-002
   2.3299999479204416       0.93343097466354163        5.0314035532301571E-002   5.3255220269166695E-002
   2.3399999476969242       0.92941652516674678        5.3448653323975227E-002   5.6466779866602583E-002
   2.3499999474734068       0.92529197479197922        5.6672403476003441E-002   5.9766420166416624E-002
   2.3599999472498894       0.92105816442473165        5.9984634020034351E-002   6.3153468460214676E-002
