   0.00000000       1.00000000       0.00000000    
   12.500000000000000        1.0000000000000000        0.0000000000000000        0.0000000000000000     
   12.520000000000000        1.0000000000000000        0.0000000000000000        0.0000000000000000     
   12.540000000000001       0.99970032448038459        0.0000000000000000        5.9935103923081101E-004
   12.560000000000000       0.99880109025023400        4.0000000000000002E-004   2.3978194995319946E-003
   12.580000000000000       0.99790279085258526        1.1999999999999999E-003   4.1944182948294717E-003
   12.600000000000000       0.99640665854274024        2.3987196826230003E-003   7.1866829145195155E-003
   12.620000000000001       0.99491278705620068        3.9961590526705112E-003   1.0174425887598648E-002
   12.640000000000001       0.99282452439006663        5.9897618106052181E-003   1.4350951219866737E-002
   12.660000000000000       0.99074023686613710        8.3795285148803873E-003   1.8519526267725794E-002
   12.680000000000000       0.98806669984975681        1.1161635763941745E-002   2.3866600300486374E-002
   12.700000000000001       0.98539923497015802        1.4336085793095541E-002   2.9201530059683956E-002
   12.720000000000001       0.98214934022805078        1.7897801454179896E-002   3.5701319543898435E-002
   12.740000000000000       0.97890798883238184        2.1846788384076249E-002   4.2184022335236326E-002
   12.760000000000000       0.97509267721074289        2.6176733430390592E-002   4.9814645578514227E-002
   12.780000000000001       0.97128874312287261        3.0887647980008866E-002   5.7422513754254778E-002
   12.800000000000001       0.96692093472238061        3.5972004900844026E-002   6.6158130555238781E-002
   12.820000000000000       0.96256768705514562        4.1429824317274523E-002   7.4864625889708769E-002
   12.840000000000000       0.95766222789554289        4.7252391305134499E-002   8.4675544208914211E-002
   12.859999999999999       0.95277484505312182        5.3439738359563754E-002   9.4450309893756357E-002
   12.880000000000001       0.94734844561071641        5.9981992983873404E-002  0.10530310877856719     
   12.900000000000000       0.94194395124680030        6.6879204319420599E-002  0.11611209750639939     
   12.920000000000000       0.93601511714389529        7.4120376407524211E-002  0.12796976571220942     
   12.940000000000000       0.93011230837128611        8.1705579937966566E-002  0.13977538325742778     
   12.960000000000001       0.92370126353307613        8.9622733342908698E-002  0.15259747293384773     
   12.980000000000000       0.91732063171642930        9.7871934360924104E-002  0.16535873656714140     
   13.000000000000000       0.91044923434593072       0.10644005725577589       0.17910153130813855     
   13.020000000000000       0.90361287884383179       0.11532723287053602       0.19277424231233642     
   13.040000000000001       0.89630453059875737       0.12451933617098954       0.20739093880248527     
   13.060000000000000       0.88903606585400785       0.13401653765794433       0.22192786829198430     
   13.080000000000000       0.88131561464098096       0.14380376113873611       0.23736877071803808     
   13.100000000000000       0.87364007104870622       0.15388122374942267       0.25271985790258755     
   13.120000000000001       0.86553370787967732       0.16423294938604316       0.26893258424064537     
   13.140000000000001       0.85747742689149320       0.17485920913289976       0.28504514621701360     
   13.160000000000000       0.84901257727451873       0.18574318116816763       0.30197484545096254     
   13.180000000000000       0.84060310122336956       0.19688519806879773       0.31879379755326087     
   13.200000000000001       0.83180831158490021       0.20826764927438451       0.33638337683019959     
   13.220000000000001       0.82307426873916667       0.21989093651164107       0.35385146252166666     
   13.240000000000000       0.81397908839754107       0.23173672008766930       0.37204182320491785     
