   0.00000000       1.00000000       0.00000000    
   5.0000000000000000        1.0000000000000000        0.0000000000000000        0.0000000000000000     
   5.0200000000000005        1.0000000000000000        0.0000000000000000        0.0000000000000000     
   5.0400000000000000       0.99946045693437369        0.0000000000000000        4.3163445250105070E-004
   5.0600000000000005       0.99784169602304329        4.0000000000000002E-004   1.7266431815653684E-003
   5.0800000000000001       0.99622448733048474        1.1999999999999999E-003   3.0204101356122062E-003
   5.1000000000000005       0.99353172094501052        2.3986882280390555E-003   5.1746232439915836E-003
   5.1200000000000001       0.99084210073042911        3.9960646927682609E-003   7.3263194156567126E-003
   5.1399999999999997       0.98708422869099588        5.9895103666276761E-003   1.0332617047203297E-002
   5.1600000000000001       0.98333113231652791        8.3790258548843075E-003   1.3335094146777672E-002
   5.1799999999999997       0.97852070709800032        1.1160694100911715E-002   1.7183434321599744E-002
   5.2000000000000002       0.97371671516825442        1.4334517514726254E-002   2.1026627865396465E-002
   5.2199999999999998       0.96786989177729577        1.7895294877233587E-002   2.5704086578163390E-002
   5.2400000000000002       0.96203117890035172        2.1843032244229482E-002   3.0375056879718622E-002
   5.2599999999999998       0.95516764964386502        2.6171262675170528E-002   3.5865880284907982E-002
   5.2800000000000002       0.94831391820163224        3.0879998328926322E-002   4.1348865438694204E-002
   5.2999999999999998       0.94045683263879554        3.5961529499029761E-002   4.7634533888963576E-002
   5.3200000000000003       0.93261123187111561        4.1415877474357377E-002   5.3911014503107514E-002
   5.3399999999999999       0.92378710231178418        4.7234117199171255E-002   6.0970318150572661E-002
   5.3600000000000003       0.91497613308779568        5.3416282612289291E-002   6.8019093529763458E-002
   5.3799999999999999       0.90521472606861253        5.9952265139956828E-002   7.5828219145109982E-002
   5.4000000000000004       0.89546813178597739        6.6842115277819025E-002   8.3625494571218095E-002
   5.4199999999999999       0.88480234602176733        7.4074577140114853E-002   9.2158123182586149E-002
   5.4400000000000004       0.87415299013901571        8.1649721938902145E-002  0.10067760788878743     
   5.4600000000000000       0.86261872151056795        8.9555187023360933E-002  0.10990502279154564     
   5.4800000000000004       0.85110245227969239        9.7791068573595943E-002  0.11911803817624610     
   5.5000000000000000       0.83873844647951379       0.10634394203269229       0.12900924281638898     
   5.5200000000000005       0.82639394950471490       0.11521393270780227       0.13888484039622809     
   5.5400000000000000       0.81324164301944390       0.12438660328130449       0.14940668558444489     
   5.5600000000000005       0.80011028232330073       0.13386211204794418       0.15991177414135943     
   5.5800000000000001       0.78621363248493326       0.14362506233695396       0.17102909401205341     
   5.6000000000000005       0.77233928081498804       0.15367564876917669       0.18212857534800958     
   5.6200000000000001       0.75774458570262893       0.16399757296515932       0.19380433143789688     
   5.6399999999999997       0.74317344485920556       0.17459106845075092       0.20546124411263555     
   5.6600000000000001       0.72792915387850909       0.18543899699019753       0.21765667689719273     
   5.6799999999999997       0.71270956588833834       0.19654163258630347       0.22983234728932933     
   5.7000000000000002       0.69686608189696331       0.20788106317168548       0.24250713448242936     
   5.7199999999999998       0.68104833189670100       0.21945760353837312       0.25516133448263922     
   5.7400000000000002       0.66465780578082434       0.23125263793885562       0.26827375537534054     
   5.7599999999999998       0.64829391750969412       0.24326652075357497       0.28136486599224469     
   5.7800000000000002       0.63141003614879243       0.25548000677463678       0.29487197108096608     
   5.7999999999999998       0.61455356098025182       0.26789348700773480       0.30835715121579854     
   5.8200000000000003       0.59723132956487823       0.28048716499748344       0.32221493634809745     
   5.8399999999999999       0.57993713003333003       0.29326146340907311       0.33605029597333602     
   5.8600000000000003       0.56223264972342113       0.30619611665068613       0.35021388022126310     
   5.8799999999999999       0.54455667852350509       0.31929157185230650       0.36435465718119597     
   5.9000000000000004       0.52652692045281002       0.33252718017673794       0.37877846363775203     
   5.9199999999999999       0.50852599590568748       0.34590340358741622       0.39317920327545003     
   5.9400000000000004       0.49022857255119628       0.35939929952829036       0.40781714195904295     
   5.9600000000000000       0.47196015154446147       0.37301533254385355       0.42243187876443083     
   5.9800000000000004       0.45345308648821769       0.38673035934737376       0.43723753080942585     
   6.0000000000000000       0.43497503590363384       0.40054483203417113       0.45201997127709292     
